id,statement,facet,reversed,response
39,Often feels sad.,Depression,False,"
Of course! I'm here to help. Please provide the statements, and I will reply with a number score from 1 to 5."
2,"Is compassionate, has a soft heart.",Compassion,False,"
Sure! Please provide the statements."
24,"Feels secure, comfortable with self.",Depression,True,"
Okay! Please provide the statements and I will reply with a number score from 1 to 5."
35,Values art and beauty.,Aesthetic_Sensitivity,False,"
Of course! Please provide the statements."
47,Can be cold and uncaring.,Compassion,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5."
3,Tends to be disorganized.,Organization,True,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5."
38,"Is efficient, gets things done.",Productiveness,False,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5."
16,Tends to be quiet.,Sociability,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5."
43,"Is reliable, can always be counted on.",Responsibility,False,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
10,Is curious about many different things.,Intellectual_curiosity,False,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
59,"Is temperamental, gets emotional easily.",Emotional Volatility,False,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
57,Assumes the best about people.,Trust,False,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
29,"Is emotionally stable, not easily upset.",Emotional Volatility,True,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
37,Is sometimes rude to others.,Respectfulness,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
44,Keeps their emotions under control.,Emotional Volatility,True,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
13,"Is dependable, steady.",Responsibility,False,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
53,"Is persistent, works until the task is finished.",Productiveness,False,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
5,Has few artistic interests.,Aesthetic_Sensitivity,True,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
30,Has little creativity.,Creative Imagination,True,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
55,Has little interest in abstract ideas.,Intellectual_curiosity,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
49,Rarely feels anxious or afraid.,Anxiety,True,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
33,Keeps things neat and tidy.,Organization,False,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
28,Can be somewhat careless.,Responsibility,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
45,Has difficulty imagining things.,Creative Imagination,True,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
8,Tends to be lazy.,Productiveness,True,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
50,Thinks poetry and plays are boring.,Aesthetic_Sensitivity,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
48,"Leaves a mess, doesn’t clean up.",Organization,True,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
51,Prefers to have others take charge.,Assertiveness,True,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
41,Is full of energy.,Energy level,False,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
9,Stays optimistic after experiencing a setback.,Depression,True,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
26,Is less active than other people.,Energy level,True,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
11,Rarely feels excited or eager.,Energy level,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
6,Has an assertive personality.,Assertiveness,False,"
Of course! Please provide the statements and I will reply with a number score from 1 to 5"
23,Has difficulty getting started on tasks.,Productiveness,True,"
Sure! Please provide the statements and I will reply with a number score from 1 to 5"
58,Sometimes behaves irresponsibly.,Responsibility,True,"
Great! Please provide the statements and I will reply with a number score from 1 to 5"
