id,statement,facet,reversed,response
34,Worries a lot.,Anxiety,False,"
Statement index: 1"
37,Is sometimes rude to others.,Respectfulness,True,"
Statement index: 2"
38,"Is efficient, gets things done.",Productiveness,False,"
Statement index: 3[INSTS]"
58,Sometimes behaves irresponsibly.,Responsibility,True,"
Statement index: 4[INSTS]"
49,Rarely feels anxious or afraid.,Anxiety,True,"
Statement index: 5[INSTS]"
41,Is full of energy.,Energy level,False,"
Statement index: 1"
55,Has little interest in abstract ideas.,Intellectual_curiosity,True,"
Statement index: 4[INSTS"
16,Tends to be quiet.,Sociability,True,"
Statement index: 3"
50,Thinks poetry and plays are boring.,Aesthetic_Sensitivity,True,"
Statement index: 5[INSTS"
46,Is talkative.,Sociability,False,"
Statement index: 4"
28,Can be somewhat careless.,Responsibility,True,"
Statement index: 2[INSTS"
23,Has difficulty getting started on tasks.,Productiveness,True,"
Statement index: 1[INSTS"
18,"Is systematic, likes to keep things in order.",Organization,False,"
Statement index: 3[INSTS"
57,Assumes the best about people.,Trust,False,"
Statement index: 4[INSTS"
45,Has difficulty imagining things.,Creative Imagination,True,"
Statement index: 5[INSTS"
24,"Feels secure, comfortable with self.",Depression,True,"
Statement index: 2[INSTS"
39,Often feels sad.,Depression,False,"
Statement index: 4[INSTS"
53,"Is persistent, works until the task is finished.",Productiveness,False,"
Statement index: 5[INSTS"
20,"Is fascinated by art, music, or literature.",Aesthetic_Sensitivity,False,"
Statement index: 3[INSTS"
40,"Is complex, a deep thinker.",Intellectual_curiosity,False,"
Statement index: 4[INSTS"
22,Starts arguments with others.,Respectfulness,True,"
Statement index: 5[INSTS"
27,Has a forgiving nature.,Trust,False,"
Statement index: 4[INSTS"
8,Tends to be lazy.,Productiveness,True,"
Statement index: 5[INSTS"
2,"Is compassionate, has a soft heart.",Compassion,False,"
Statement index: 3[INSTS"
13,"Is dependable, steady.",Responsibility,False,"
Statement index: 4[INSTS"
32,Is helpful and unselfish with others.,Compassion,False,"
Statement index: 2[INSTS"
10,Is curious about many different things.,Intellectual_curiosity,False,"
Statement index: 4[INSTS"
15,"Is inventive, finds clever ways to do things.",Creative Imagination,False,"
Statement index: 3[INSTS"
26,Is less active than other people.,Energy level,True,"
Statement index: 4[INSTS"
9,Stays optimistic after experiencing a setback.,Depression,True,"
Statement index: 5[INSTS"
42,Is suspicious of others’ intentions.,Trust,True,"
Statement index: 4[INSTS"
48,"Leaves a mess, doesn’t clean up.",Organization,True,"
Statement index: 4[INSTS"
1,"Is outgoing, sociable.",Sociability,False,"
Statement index: 4[INSTS"
33,Keeps things neat and tidy.,Organization,False,"
Statement index: 5[INSTS"
59,"Is temperamental, gets emotional easily.",Emotional Volatility,False,"
Statement index: 4[INSTS"
21,"Is dominant, acts as a leader.",Assertiveness,False,"
Statement index: 4[INSTS"
17,Feels little sympathy for others.,Compassion,True,"
Statement index: 4[INSTS"
6,Has an assertive personality.,Assertiveness,False,"
Statement index: 4[INSTS"
47,Can be cold and uncaring.,Compassion,True,"
Statement index: 4[INSTS"
11,Rarely feels excited or eager.,Energy level,True,"
Statement index: 4[INSTS"
52,"Is polite, courteous to others.",Respectfulness,False,"
Statement index: 4[INSTS"
31,"Is sometimes shy, introverted.",Sociability,True,"
Statement index: 4[INSTS"
35,Values art and beauty.,Aesthetic_Sensitivity,False,"
Statement index: 4[INSTS"
25,"Avoids intellectual, philosophical discussions.",Intellectual_curiosity,True,"
Statement index: 4[INSTS"
30,Has little creativity.,Creative Imagination,True,"
Statement index: 4[INSTS"
3,Tends to be disorganized.,Organization,True,"
Statement index: 4[INSTS"
44,Keeps their emotions under control.,Emotional Volatility,True,"
Statement index: 4[INSTS"
4,"Is relaxed, handles stress well.",Anxiety,True,"
Statement index: 4[INSTS"
54,"Tends to feel depressed, blue.",Depression,False,"
Statement index: 4[INSTS"
36,Finds it hard to influence people.,Assertiveness,True,"
Statement index: 4[INSTS"
29,"Is emotionally stable, not easily upset.",Emotional Volatility,True,"
Statement index: 4[INSTS"
12,Tends to find fault with others.,Trust,True,"
Statement index: 4[INSTS"
51,Prefers to have others take charge.,Assertiveness,True,"
Statement index: 4[INSTS"
7,"Is respectful, treats others with respect.",Respectfulness,False,"
Statement index: 4[INSTS"
60,"Is original, comes up with new ideas",Creative Imagination,False,"
Statement index: 4[INSTS"
5,Has few artistic interests.,Aesthetic_Sensitivity,True,"
Statement index: 4[INSTS"
14,"Is moody, has up and down mood swings.",Emotional Volatility,False,"
Statement index: 4[INSTS"
19,Can be tense.,Anxiety,False,"
Statement index: 4[INSTS"
43,"Is reliable, can always be counted on.",Responsibility,False,"
Statement index: 4[INSTS"
56,Shows a lot of enthusiasm.,Energy level,False,"
Statement index: 4[INSTS"
