teste,5,10,15,20,25,30,35,40,45,50,55,60
bfiL3Psycho13.csv,3,5,5,5,5,5,5,5,3,5,5,5
bfiL3Psycho12.csv,5,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho38.csv,5,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho37.csv,3,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho9.csv,5,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho11.csv,5,5,5,5,5,5,5,5,3,5,5,5
bfiL3Psycho19.csv,2,5,5,5,5,5,5,5,2,5,5,5
bfiL3Psycho24.csv,5,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho1.csv,3,4,4,4,2,3,3,4,3,3,3,5
bfiL3Psycho21.csv,2,5,5,5,2,2,5,5,2,1,5,5
bfiL3Psycho15.csv,5,4,5,5,5,5,5,5,5,5,2,5
bfiL3Psycho25.csv,3,4,5,5,3,3,4,5,3,3,3,5
bfiL3Psycho47.csv,3,5,5,5,2,2,5,5,2,5,3,5
bfiL3Psycho2.csv,5,5,5,5,2,2,5,5,5,2,5,5
bfiL3Psycho5.csv,3,5,5,5,5,3,5,5,5,5,5,5
bfiL3Psycho18.csv,2,5,5,5,3,2,5,5,2,2,2,5
bfiL3Psycho36.csv,5,5,5,5,2,3,5,5,5,1,5,5
bfiL3Psycho6.csv,5,5,5,5,3,3,5,5,3,5,3,5
bfiL3Psycho30.csv,5,5,5,5,5,1,5,5,1,5,3,5
bfiL3Psycho26.csv,2,5,5,5,5,2,5,5,2,1,5,5
bfiL3Psycho50.csv,5,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho41.csv,2,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho35.csv,5,5,5,5,5,3,5,5,2,5,2,5
bfiL3Psycho40.csv,2,5,5,5,5,2,5,5,1,5,5,5
bfiL3Psycho31.csv,3,5,5,5,2,5,5,5,5,2,2,5
bfiL3Psycho10.csv,3,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho20.csv,3,5,5,5,5,5,5,5,3,5,3,5
bfiL3Psycho17.csv,5,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho28.csv,3,4,5,5,3,2,5,5,5,2,5,5
bfiL3Psycho49.csv,3,3,3,3,3,3,3,3,3,3,3,3
bfiL3Psycho23.csv,3,4,5,5,2,3,5,5,2,3,3,5
bfiL3Psycho42.csv,5,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho33.csv,2,4,5,4,2,2,5,5,2,2,2,4
bfiL3Psycho44.csv,2,5,5,5,2,2,5,5,2,3,2,5
bfiL3Psycho34.csv,2,4,4,5,2,2,4,4,2,2,2,5
bfiL3Psycho4.csv,5,5,5,5,5,1,5,5,5,5,5,5
bfiL3Psycho27.csv,5,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho22.csv,5,3,5,5,5,5,5,5,5,1,5,5
bfiL3Psycho14.csv,5,5,5,5,3,5,5,5,5,5,5,5
bfiL3Psycho8.csv,5,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho3.csv,3,5,5,5,5,3,3,5,3,5,5,5
bfiL3Psycho7.csv,2,4,5,5,2,3,5,5,2,2,2,5
bfiL3Psycho48.csv,3,5,5,5,5,3,5,5,5,5,3,5
bfiL3Psycho45.csv,3,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho32.csv,3,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho46.csv,3,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho39.csv,2,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho29.csv,5,5,5,5,5,5,5,5,5,5,5,5
bfiL3Psycho43.csv,3,5,3,5,3,3,5,5,3,3,3,5
bfiL3Psycho16.csv,3,4,4,3,3,2,4,4,2,1,2,5
